Permalink,Name,Description,Meta Title,Meta Description,Width,Length,Height,Brand,Barcode,Categories,Images,Digital,Featured,Status,SKU,Weight,Stock,Stock Unlimited,Price,Custom Field 1 Label,Custom Field 1 Value,Custom Field 1 Type,Custom Field 2 Label,Custom Field 2 Value,Custom Field 2 Type,Custom Field 3 Label,Custom Field 3 Value,Custom Field 3 Type,Google Product Category
,Blusa Joanna,<p><b>Descripción:</b> Hermosa blusa de intenso color rosado y pretina elasticada. Tiene preciosos botones de metal. Presenta tenues manchitas en la parte delantera</p><p><b>Marca:</b> Joanna</p><p><b>Talla estimada:</b> L</p><p><b>Talla etiqueta:</b> 16</p><p><b>Medidas:</b> ancho de hombros: 43 cm / contorno de busto: 120 cm / contorno de cintura: 116 cm / largo de mangas: 28 cm / largo total: 66 cm</p><p><b>Composición:</b> 100% poliéster</p>,,Hermosa blusa de intenso color rosado y pretina elasticada. Tiene preciosos botones de metal.,10,10,10,Joanna,,"Productos,Productos / Blusas & Poleras","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-RSD-2021003-011-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-RSD-2021003-011-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-RSD-2021003-011-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-RSD-2021003-011-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-RSD-2021003-011-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-RSD-2021003-011-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-RSD-2021003-011-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-RSD-2021003-011-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-RSD-2021003-011-9.jpg",NO,NO,disabled,BLU-RSD-2021003-011,0.145,1,NO,12000,color,rosado,selection,talla,L,selection,condición,usado,selection,Apparel & Accessories > Clothing > Shirts & Tops
,Blusa del jardín,"<p><b>Descripción:</b> Preciosa blusa de fondo oscuro con estampado floral en disposición de parches. De corte cuadrado, pronunciado cuello en V y delicados botones nacarados. </p><p><b>Marca:</b> Mazzonetto</p><p><b>Talla estimada:</b> L</p><p><b>Talla etiqueta:</b> M</p><p><b>Medidas:</b> ancho de hombros: 42 cm / contorno de busto: 114 cm / contorno de cintura: 112 cm / largo de mangas: 32 cm / largo total: 75 cm</p><p><b>Composición:</b> 100% poliéster</p>",,"Preciosa blusa de fondo oscuro con estampado floral en disposición de parches. De corte cuadrado, pronunciado cuello en V y delicados botones nacarados.",10,10,10,Mazzonetto,,"Productos,Productos / Blusas & Poleras","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-MLT-2021003-012-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-MLT-2021003-012-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-MLT-2021003-012-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-MLT-2021003-012-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-MLT-2021003-012-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-MLT-2021003-012-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-MLT-2021003-012-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-MLT-2021003-012-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-MLT-2021003-012-9.jpg",NO,NO,disabled,BLU-MLT-2021003-012,0.13,1,NO,12000,color,multicolor,selection,talla,L,selection,condición,usado,selection,Apparel & Accessories > Clothing > Shirts & Tops
,Blusa Katharina,"<p><b>Descripción:</b> Elegante blusa negra de manga larga, de corte tipo chaqueta con doble botón delantero nacarados. Tiene un mínimo piquete en escote.</p><p><b>Talla estimada:</b> S</p><p><b>Medidas:</b> ancho de hombros: 43 cm / contorno de busto: 94 cm / contorno de cintura: 90 cm / largo de mangas: 53 cm / largo total: 65 cm</p>",,"Elegante blusa negra de manga larga, de corte tipo chaqueta con doble botón delantero nacarados.",10,10,10,,,"Colecciones,Colecciones / Back to Basic,Productos,Productos / Blusas & Poleras","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-NGR-2021003-013-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-NGR-2021003-013-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-NGR-2021003-013-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-NGR-2021003-013-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-NGR-2021003-013-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-NGR-2021003-013-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-NGR-2021003-013-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-NGR-2021003-013-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLU-NGR-2021003-013-9.jpg",NO,NO,disabled,BLU-NGR-2021003-013,0.16,1,NO,14000,color,negro,selection,talla,S,selection,condición,usado,selection,Apparel & Accessories > Clothing > Shirts & Tops
,Polerón Andrea,<p><b>Descripción:</b> Precioso polerón mostaza con estampado de rozas. Tiene un elegante corte tipo blazer con botones delanteros. </p><p><b>Marca:</b> Royal St. Andrews</p><p><b>Talla estimada:</b> M</p><p><b>Talla etiqueta:</b> 44</p><p><b>Medidas:</b> ancho de hombros: 45 cm / contorno de busto: 100 cm / contorno de cintura: 88 cm / largo de mangas: 60 cm / largo total: 58 cm</p><p><b>Composición:</b> 100% algodón</p>,,Precioso polerón mostaza con estampado de rozas. Tiene un elegante corte tipo blazer con botones delanteros.,12,11,11,Royal St. Andrews,,"Productos,Productos / Chalecos & Polerones","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-BGE-2021003-014-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-BGE-2021003-014-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-BGE-2021003-014-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-BGE-2021003-014-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-BGE-2021003-014-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-BGE-2021003-014-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-BGE-2021003-014-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-BGE-2021003-014-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-BGE-2021003-014-9.jpg",NO,NO,disabled,CHL-BGE-2021003-014,0.34,1,NO,14000,color,beige,selection,talla,M,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Chaps
,Cardigan navy,<p><b>Descripción:</b> Precioso cardigan de lana en tono azul marino con bordes rojos. Tiene dos bolsillos delanteros y hermosos botones dorados. Amamos su bordado de escudo con tierno zorrito. </p><p><b>Talla estimada:</b> L</p><p><b>Talla etiqueta:</b> 48</p><p><b>Medidas:</b> ancho de hombros: 54 cm / contorno de busto: 102 cm / contorno de cintura: 98 cm / largo de mangas: 50 cm / largo total: 68 cm</p><p><b>Composición:</b> 100% lana</p>,,Precioso cardigan de lana en tono azul marino con bordes rojos. Tiene dos bolsillos delanteros y hermosos botones dorados. Amamos su bordado de escudo con tierno zorrito.,13,13,12,,,"Productos,Productos / Chalecos & Polerones","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-NVY-2021003-015-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-NVY-2021003-015-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-NVY-2021003-015-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-NVY-2021003-015-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-NVY-2021003-015-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-NVY-2021003-015-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-NVY-2021003-015-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-NVY-2021003-015-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-NVY-2021003-015-9.jpg",NO,NO,disabled,CHL-NVY-2021003-015,0.505,1,NO,16000,color,navy,selection,talla,L,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Chaps
,Chaleco gris trenzado,"<p><b>Descripción:</b> Lindo chaleco trenzado, de color gris perla. De corte ancho, con los hombros un poco caídos. </p><p><b>Marca:</b> New Island</p><p><b>Talla estimada:</b> XL</p><p><b>Talla etiqueta:</b> XL</p><p><b>Medidas:</b> ancho de hombros: 59 cm / contorno de busto: 122 cm / contorno de cintura: 112 cm / largo de mangas: 56 cm / largo total: 70 cm</p>",,"Lindo chaleco trenzado, de color gris perla. De corte ancho, con los hombros un poco caídos.",14,14,13,New Island,,"Productos,Productos / Chalecos & Polerones","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-GRS-2021003-016-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-GRS-2021003-016-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-GRS-2021003-016-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-GRS-2021003-016-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-GRS-2021003-016-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-GRS-2021003-016-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-GRS-2021003-016-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-GRS-2021003-016-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-GRS-2021003-016-9.jpg",NO,NO,disabled,CHL-GRS-2021003-016,0.615,1,NO,18000,color,gris,selection,talla,XL,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Chaps
,Cardigan Lisa,<p><b>Descripción:</b> Hermoso cardigan rojo con botones negros. Tiene además un delicado bordado de flores de color negro y mostacillas. Presenta leve pilling.</p><p><b>Marca:</b> Lise J.</p><p><b>Talla estimada:</b> L</p><p><b>Talla etiqueta:</b> L</p><p><b>Medidas:</b> ancho de hombros: 52 cm / contorno de busto: 108 cm / contorno de cintura: 96 cm / largo de mangas: 58 cm / largo total: 60 cm</p><p><b>Composición:</b> 55% fibra de ramio / 45% algodón</p>,,Hermoso cardigan rojo con botones negros. Tiene además un delicado bordado de flores de color negro y mostacillas.,14,14,14,Lise J.,,"Productos,Productos / Chalecos & Polerones","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-RJO-2021003-017-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-RJO-2021003-017-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-RJO-2021003-017-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-RJO-2021003-017-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-RJO-2021003-017-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-RJO-2021003-017-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-RJO-2021003-017-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-RJO-2021003-017-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/CHL-RJO-2021003-017-9.jpg",NO,NO,disabled,CHL-RJO-2021003-017,0.68,1,NO,16000,color,rojo,selection,talla,L,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Chaps
,Blazer Helena,"<p><b>Descripción:</b> Hermoso blazer de inteso color verde y grandes botones redondos. Su material es liviano, ideal para la temporada primavera-verano. Esta pieza viajó en el tiempo para ti y trae su etiqueta de orígen. </p><p><b>Marca:</b> Hella</p><p><b>Talla estimada:</b> M</p><p><b>Talla etiqueta:</b> 48</p><p><b>Medidas:</b> ancho de hombros: 41 cm / contorno de busto: 98 cm / contorno de cintura: 86 cm / largo de mangas: 61 cm / largo total: 54 cm</p>",,"Hermoso blazer de inteso color verde y grandes botones redondos. Su material es liviano, ideal para la temporada primavera-verano. Esta pieza viajó en el tiempo para ti y trae su etiqueta de orígen.",15,15,14,Hella,,"Productos,Productos / Chaquetas & Blazers","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-VRD-2021003-018-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-VRD-2021003-018-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-VRD-2021003-018-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-VRD-2021003-018-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-VRD-2021003-018-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-VRD-2021003-018-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-VRD-2021003-018-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-VRD-2021003-018-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-VRD-2021003-018-9.jpg",NO,NO,disabled,BLZ-VRD-2021003-018,0.755,1,NO,28000,color,verde,selection,talla,M,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
,Blazer gris plata,"<p><b>Descripción:</b> Entretenido blazer gris plata con botones negros, de confección italiana. De tela liviana, es ideal para la temporada primavera-verano. </p><p><b>Marca:</b> Zoe</p><p><b>Talla estimada:</b> M</p><p><b>Medidas:</b> ancho de hombros: 48 cm / contorno de busto: 106 cm / contorno de cintura: 88 cm / largo de mangas: 58 cm / largo total: 53 cm</p><p><b>Composición:</b> 100% viscosa</p>",,"Entretenido blazer gris plata con botones negros, de confección italiana. De tela liviana, es ideal para la temporada primavera-verano.",12,11,11,Zoe,,"Productos,Productos / Chaquetas & Blazers","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-GRS-2021003-019-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-GRS-2021003-019-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-GRS-2021003-019-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-GRS-2021003-019-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-GRS-2021003-019-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-GRS-2021003-019-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-GRS-2021003-019-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-GRS-2021003-019-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-GRS-2021003-019-9.jpg",NO,NO,disabled,BLZ-GRS-2021003-019,0.35,1,NO,18000,color,gris,selection,talla,M,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
,Blazer Vera,<p><b>Descripción:</b> Moderno blazer de corte elegante. Su parte superior es de lanilla y la inferior de poliéster. La pieza perfecta para una Boss Girl. </p><p><b>Marca:</b> Simply Vera</p><p><b>Talla estimada:</b> XS</p><p><b>Talla etiqueta:</b> XS</p><p><b>Medidas:</b> ancho de hombros: 37 cm / contorno de busto: 88 cm / contorno de cintura: 82 cm / largo de mangas: 57 cm / largo total: 64 cm</p><p><b>Composición:</b> 60% lana / 30% poliéster / 10% otras fibras</p><p><b>Composición del forro:</b> 63% poliéster / 31% rayón / 6% spandex</p>,,Moderno blazer de corte elegante. Su parte superior es de lanilla y la inferior de poliéster. La pieza perfecta para una Boss Girl.,13,12,12,Simply Vera,,"Productos,Productos / Chaquetas & Blazers","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-NGR-2021003-020-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-NGR-2021003-020-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-NGR-2021003-020-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-NGR-2021003-020-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-NGR-2021003-020-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-NGR-2021003-020-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-NGR-2021003-020-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-NGR-2021003-020-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/BLZ-NGR-2021003-020-9.jpg",NO,NO,disabled,BLZ-NGR-2021003-020,0.46,1,NO,18000,color,negro,selection,talla,XS,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
,Vestido Rosita,<p><b>Descripción:</b> Alegre vestido ochentero con estampado floral y fondo de puntitos. Simula ser un traje de dos piezas pero constituye una pieza única. Viene con cinturón de la misma tela. </p><p><b>Marca:</b> Bremer</p><p><b>Talla estimada:</b> L</p><p><b>Talla etiqueta:</b> 44</p><p><b>Medidas:</b> ancho de hombros: 40 cm / contorno de busto: 104 cm / contorno de cintura: 98 cm / largo de mangas: 33 cm / largo total: 109 cm / contorno de cadera: 128 cm</p><p><b>Composición:</b> 96% poliéster / 4% poliamida</p>,,Alegre vestido ochentero con estampado floral y fondo de puntitos. Simula ser un traje de dos piezas pero constituye una pieza única. Viene con cinturón de la misma tela.,13,13,12,Bremer,,"Productos,Productos / Vestidos & Enteritos","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-MLT-2021003-021-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-MLT-2021003-021-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-MLT-2021003-021-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-MLT-2021003-021-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-MLT-2021003-021-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-MLT-2021003-021-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-MLT-2021003-021-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-MLT-2021003-021-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-MLT-2021003-021-9.jpg",NO,NO,disabled,VST-MLT-2021003-021,0.495,1,NO,24000,color,multicolor,selection,talla,L,selection,condición,usado,selection,Apparel & Accessories > Clothing > Dresses
,Vestido de jeans,"<p><b>Descripción:</b> Entretenido vestido de jeans en corte princesa con falda tableada y bolsillos. Tiene un hermoso estampado floral en escote, mangas y falda. </p><p><b>Marca:</b> Hammerschmid</p><p><b>Talla estimada:</b> L</p><p><b>Talla etiqueta:</b> 44</p><p><b>Medidas:</b> ancho de hombros: 43 cm / contorno de busto: 104 cm / contorno de cintura: 88 cm / largo de mangas: 29 cm / largo total: 121 cm / contorno de cadera: 152 cm</p><p><b>Composición:</b> 100% algodón</p>",,"Entretenido vestido de jeans en corte princesa con falda tableada y bolsillos. Tiene un hermoso estampado floral en escote, mangas y falda.",15,15,15,Hammerschmid,,"Productos,Productos / Vestidos & Enteritos","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-022-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-022-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-022-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-022-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-022-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-022-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-022-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-022-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-022-9.jpg",NO,NO,disabled,VST-AZL-2021003-022,0.8,1,NO,24000,color,azul,selection,talla,L,selection,condición,usado,selection,Apparel & Accessories > Clothing > Dresses
,Vestido Marina,"<p><b>Descripción:</b> Encantador vestido de fiesta, en tono azul con estampado de líneas horizontales semitransparentes, azules y plateadas. Tiene mangas globo y cierre invisible en la espalda. </p><p><b>Talla estimada:</b> XL</p><p><b>Medidas:</b> ancho de hombros: 44 cm / contorno de busto: 110 cm / contorno de cintura: 98 cm / largo de mangas: 35 cm / largo total: 127 cm / contorno de cadera: 164 cm</p><p><b>Composición:</b> poliéster</p>",,"Encantador vestido de fiesta, en tono azul con estampado de líneas horizontales semitransparentes, azules y plateadas. Tiene mangas globo y cierre invisible en la espalda.",13,12,12,,,"Productos,Productos / Vestidos & Enteritos","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-023-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-023-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-023-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-023-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-023-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-023-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-023-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-023-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_003/VST-AZL-2021003-023-9.jpg",NO,NO,disabled,VST-AZL-2021003-023,0.435,1,NO,22000,color,azul,selection,talla,XL,selection,condición,usado,selection,Apparel & Accessories > Clothing > Dresses
